1586563200000,0.9576058280146803,7827651.892659198,92672667.43447028,6864.694257006497,125740858699.27551,37828011010.9016,157.74015800780134,17375118634.991734,14135915530.589357
1586649600000,0.7847113148208426,6173607.678345317,49458692.875223994,6878.781212589853,125980543742.36499,30280054180.28837,158.32787794181905,17489565908.771362,11128989594.360977
1586736000000,0.8759944068917709,7269680.447445141,37821009.955602355,6913.158787469097,126655463658.31227,34544392366.04943,158.8638257195104,17790409219.818943,13002801329.50846
1586822400000,0.7867121945458646,6302364.150584625,19579214.89293177,6857.538537511484,125651103790.21225,38062368291.08157,156.70135879140688,17316641314.145325,13286483792.048328
1586908800000,0.666673390515131,5306221.06575891,17523533.049867075,6860.17853570111,125713883015.64563,33837365577.44977,158.26715118298955,17559917949.258163,11468431211.774742
1586995200000,0.6376210673084666,5114653.932636794,12659541.408408837,6629.431738031291,121499498109.80829,29692916171.011845,153.2228636800284,16933905371.155535,8578826590.313573
1587081600000,0.6923331250859114,5505929.486978686,23132895.9095158,7059.92622475854,129402884477.95892,45752002264.274315,171.7759907508837,18989526634.23506,17430629608.3789
1587168000000,0.657449398309544,5348323.975349362,10227034.752456626,7035.261503989225,128961704237.38853,31701906839.621475,170.445890477055,18844786940.26037,15220772945.895311
1587254400000,0.6769721852162044,5423066.285864263,10199318.163159857,7242.5109294929825,132775323305.43571,30035235468.3311,187.14354411560592,20686869606.075146,14284812698.801844
1587340800000,0.6094358389483635,4844617.211182358,9789186.730548004,7127.511949689152,130680700686.31035,29714765522.325314,180.05859654051866,19894212517.443478,13763176713.456295
1587427200000,0.5347904942320182,4285479.154681022,8763891.031037511,6856.456278354705,125724610427.89977,35276609104.457115,170.70405868653958,18894679854.84961,15901061387.704433
1587513600000,0.5728269210770057,4591546.761226098,9610841.993019182,6842.038597634602,125473149029.1152,30093303601.39072,170.45154288047368,18883297426.60788,12178214643.078756
1587600000000,0.6848872198147996,5446538.173850838,18146790.14448149,7109.995291181778,130398643209.39326,30819547915.3444,182.2767576620704,20165266729.19022,14853382137.991045
1587686400000,0.6217032788666345,4909586.999036558,13659849.485801896,7382.793144116689,135414822709.73111,41032858925.23595,184.59370248021838,20371607313.859978,6903118239.477871
1587772800000,0.6227650900853694,5027193.620409137,8959427.13964603,7495.393587498606,137493716065.4006,33233126912.999897,187.34336861419638,20756708748.58927,13419651870.125168
1587859200000,0.6470903181859691,5173619.233465031,7324961.274114759,7538.557687279841,138298135122.85803,31610167152.118294,194.11423682570447,21449928671.504494,14452583265.899439
1587945600000,0.6398628040694914,5137791.330825961,8493459.048447348,7683.867415083342,140977260141.33173,33760863612.125053,197.22990444623989,21798344583.464844,13530756223.951258
